pair_id,report_a_id,report_b_id,label,pair_type
pair_3268,syn_geolocation_timeout_01,syn_animation_jank_04,not_duplicate,D4
pair_0810,syn_stale_cache_07,syn_stale_cache_08,duplicate,D2
pair_2137,sdk_dom_explosion_02,sdk_dom_explosion_08,duplicate,D2
pair_0252,syn_search_empty_state_02,syn_search_empty_state_05,duplicate,D2
pair_2159,sdk_dom_explosion_08,sdk_dom_explosion_09,duplicate,D2
pair_2510,syn_ssr_hydration_mismatch_09,syn_useeffect_loop_08,not_duplicate,D3
pair_1243,syn_video_autoplay_blocked_03,syn_video_autoplay_blocked_07,duplicate,D2
pair_0775,syn_stale_cache_00,syn_stale_cache_07,duplicate,D2
pair_0269,syn_search_empty_state_05,syn_search_empty_state_07,duplicate,D2
pair_3348,gh_4008862084,sdk_rate_limit_429_05,not_duplicate,D4
pair_4266,sdk_listener_leak_00,gh_1465982477,not_duplicate,D4
pair_3129,gh_1820495894,syn_stale_cache_02,not_duplicate,D4
pair_4343,gh_4197186884,sdk_json_parse_crash_01,not_duplicate,D4
pair_1005,syn_table_sort_nan_01,syn_table_sort_nan_06,duplicate,D2
pair_1523,sdk_form_crash_05,sdk_form_crash_09,duplicate,D2
pair_3027,gh_2516903932,gh_1329896643,not_duplicate,D3
pair_4461,syn_chart_resize_overflow_02,sdk_listener_leak_07,not_duplicate,D4
pair_2650,syn_date_picker_timezone_09,syn_pdf_export_blank_05,not_duplicate,D3
pair_2165,sdk_heavy_canvas_00,sdk_heavy_canvas_06,duplicate,D2
pair_2747,syn_search_empty_state_00,syn_stale_cache_03,not_duplicate,D3
pair_3925,syn_table_sort_nan_03,sdk_broken_image_04,not_duplicate,D4
pair_4345,sdk_form_crash_00,sdk_websocket_fail_09,not_duplicate,D4
pair_1156,syn_drag_drop_ghost_04,syn_drag_drop_ghost_05,duplicate,D2
pair_0720,syn_oauth_redirect_loop_06,syn_oauth_redirect_loop_09,duplicate,D2
pair_2746,syn_file_upload_crash_04,syn_clipboard_paste_crash_07,not_duplicate,D3
pair_0341,syn_date_picker_timezone_02,syn_date_picker_timezone_06,duplicate,D2
pair_3511,sdk_null_dom_03,sdk_network_timeout_04,not_duplicate,D4
pair_1279,syn_chart_resize_overflow_02,syn_chart_resize_overflow_05,duplicate,D2
pair_0319,syn_modal_scroll_lock_07,syn_modal_scroll_lock_08,duplicate,D2
pair_2755,syn_modal_scroll_lock_09,syn_a11y_focus_trap_06,not_duplicate,D3
pair_0957,syn_notification_permission_01,syn_notification_permission_03,duplicate,D2
pair_1381,sdk_checkout_crash_04,sdk_checkout_crash_06,duplicate,D2
pair_0924,syn_clipboard_paste_crash_02,syn_clipboard_paste_crash_08,duplicate,D2
pair_0645,syn_react_key_warning_01,syn_react_key_warning_04,duplicate,D2
pair_1537,sdk_broken_image_00,sdk_broken_image_08,duplicate,D2
pair_0597,syn_dropdown_z_index_00,syn_dropdown_z_index_07,duplicate,D2
pair_0622,syn_dropdown_z_index_04,syn_dropdown_z_index_08,duplicate,D2
pair_4451,sdk_storage_quota_07,sdk_stale_closure_01,not_duplicate,D4
pair_1084,syn_pdf_export_blank_00,syn_pdf_export_blank_04,duplicate,D2
pair_2791,syn_checkout_coupon_06,syn_video_autoplay_blocked_02,not_duplicate,D3
pair_2445,sdk_listener_leak_01,sdk_listener_leak_08,duplicate,D2
pair_4412,sdk_listener_leak_02,gh_4008862084,not_duplicate,D4
pair_0707,syn_oauth_redirect_loop_03,syn_oauth_redirect_loop_08,duplicate,D2
pair_3668,syn_cors_preflight_07,sdk_layout_shift_02,not_duplicate,D4
pair_0996,syn_table_sort_nan_00,syn_table_sort_nan_05,duplicate,D2
pair_1293,syn_chart_resize_overflow_04,syn_chart_resize_overflow_08,duplicate,D2
pair_0160,syn_dark_mode_flash_02,syn_dark_mode_flash_03,duplicate,D2
pair_2859,syn_table_sort_nan_04,syn_pdf_export_blank_04,not_duplicate,D3
pair_1170,syn_drag_drop_ghost_08,syn_drag_drop_ghost_09,duplicate,D2
pair_2570,syn_table_sort_nan_05,syn_password_reveal_crash_08,not_duplicate,D3
pair_1353,sdk_checkout_crash_00,sdk_checkout_crash_04,duplicate,D2
pair_3277,sdk_api_500_06,gh_3039449221,not_duplicate,D4
pair_0825,syn_a11y_focus_trap_01,syn_a11y_focus_trap_05,duplicate,D2
pair_0523,syn_ssr_hydration_mismatch_02,syn_ssr_hydration_mismatch_08,duplicate,D2
pair_2472,sdk_listener_leak_07,sdk_listener_leak_08,duplicate,D2
pair_4038,syn_login_csrf_07,syn_animation_jank_09,not_duplicate,D4
pair_0348,syn_date_picker_timezone_03,syn_date_picker_timezone_07,duplicate,D2
pair_2349,sdk_layout_shift_01,sdk_layout_shift_02,duplicate,D2
pair_1090,syn_pdf_export_blank_01,syn_pdf_export_blank_02,duplicate,D2
pair_3785,gh_4066584146,sdk_listener_leak_08,not_duplicate,D4
pair_1021,syn_table_sort_nan_03,syn_table_sort_nan_09,duplicate,D2
pair_2898,syn_login_csrf_03,syn_oauth_redirect_loop_09,not_duplicate,D3
pair_1749,sdk_null_dom_06,sdk_null_dom_07,duplicate,D2
pair_0946,syn_clipboard_paste_crash_08,syn_clipboard_paste_crash_09,duplicate,D2
pair_0310,syn_modal_scroll_lock_04,syn_modal_scroll_lock_08,duplicate,D2
pair_2728,syn_file_upload_crash_04,syn_pdf_export_blank_00,not_duplicate,D3
pair_2841,gh_3855109986,gh_3796774600,not_duplicate,D3
pair_0709,syn_oauth_redirect_loop_04,syn_oauth_redirect_loop_05,duplicate,D2
pair_0654,syn_react_key_warning_02,syn_react_key_warning_06,duplicate,D2
pair_0697,syn_oauth_redirect_loop_02,syn_oauth_redirect_loop_04,duplicate,D2
pair_0702,syn_oauth_redirect_loop_02,syn_oauth_redirect_loop_09,duplicate,D2
pair_4251,gh_3858326964,sdk_dom_explosion_07,not_duplicate,D4
pair_2367,sdk_layout_shift_03,sdk_layout_shift_07,duplicate,D2
pair_2177,sdk_heavy_canvas_02,sdk_heavy_canvas_03,duplicate,D2
pair_0974,syn_notification_permission_03,syn_notification_permission_07,duplicate,D2
pair_0796,syn_stale_cache_03,syn_stale_cache_08,duplicate,D2
pair_3620,syn_date_picker_timezone_01,gh_3858326964,not_duplicate,D4
pair_0673,syn_react_key_warning_06,syn_react_key_warning_07,duplicate,D2
pair_3231,gh_1572705692,sdk_unhandled_promise_09,not_duplicate,D4
pair_3732,gh_1994800778,sdk_unauthorized_401_00,not_duplicate,D4
pair_4403,sdk_unhandled_promise_02,sdk_websocket_fail_06,not_duplicate,D4
pair_3239,sdk_dom_explosion_02,gh_1820495894,not_duplicate,D4
pair_3155,syn_ssr_hydration_mismatch_00,sdk_websocket_fail_07,not_duplicate,D4
pair_3256,syn_service_worker_stale_01,syn_animation_jank_03,not_duplicate,D4
pair_1247,syn_video_autoplay_blocked_04,syn_video_autoplay_blocked_06,duplicate,D2
pair_1458,sdk_slow_page_02,sdk_slow_page_04,duplicate,D2
pair_1491,sdk_form_crash_00,sdk_form_crash_07,duplicate,D2
pair_0589,syn_cors_preflight_07,syn_cors_preflight_09,duplicate,D2
pair_2568,syn_a11y_focus_trap_04,syn_chart_resize_overflow_05,not_duplicate,D3
pair_0130,syn_infinite_scroll_memory_04,syn_infinite_scroll_memory_07,duplicate,D2
pair_0452,syn_form_validation_race_06,syn_form_validation_race_09,duplicate,D2
pair_0664,syn_react_key_warning_04,syn_react_key_warning_05,duplicate,D2
pair_3877,gh_4008862084,sdk_stale_closure_00,not_duplicate,D4
pair_3253,gh_4008862084,syn_pdf_export_blank_08,not_duplicate,D4
pair_2877,syn_clipboard_paste_crash_07,syn_table_sort_nan_05,not_duplicate,D3
pair_2825,sdk_api_500_01,sdk_broken_image_03,not_duplicate,D3
pair_0397,syn_websocket_reconnect_04,syn_websocket_reconnect_06,duplicate,D2
pair_2882,sdk_array_bounds_05,sdk_listener_leak_04,not_duplicate,D3
pair_1894,sdk_network_timeout_00,sdk_network_timeout_05,duplicate,D2
pair_1093,syn_pdf_export_blank_01,syn_pdf_export_blank_05,duplicate,D2
pair_2067,sdk_websocket_fail_07,sdk_websocket_fail_08,duplicate,D2
pair_3510,sdk_storage_quota_03,gh_4079935644,not_duplicate,D4
pair_1697,sdk_stack_overflow_04,sdk_stack_overflow_07,duplicate,D2
pair_0076,syn_login_csrf_02,syn_login_csrf_09,duplicate,D2
pair_0848,syn_a11y_focus_trap_05,syn_a11y_focus_trap_07,duplicate,D2
pair_4255,gh_4119317089,syn_password_reveal_crash_05,not_duplicate,D4
pair_2701,syn_dropdown_z_index_07,syn_drag_drop_ghost_01,not_duplicate,D3
pair_1116,syn_pdf_export_blank_05,syn_pdf_export_blank_06,duplicate,D2
pair_2189,sdk_heavy_canvas_03,sdk_heavy_canvas_09,duplicate,D2
pair_0742,syn_animation_jank_02,syn_animation_jank_04,duplicate,D2
pair_2837,syn_login_csrf_06,syn_cors_preflight_06,not_duplicate,D3
pair_3530,syn_search_empty_state_07,syn_geolocation_timeout_08,not_duplicate,D4
pair_3070,gh_3893034463,gh_3859613207,not_duplicate,D3
pair_1133,syn_drag_drop_ghost_00,syn_drag_drop_ghost_08,duplicate,D2
pair_2385,sdk_unhandled_promise_00,sdk_unhandled_promise_01,duplicate,D2
pair_2956,sdk_network_timeout_05,sdk_rate_limit_429_08,not_duplicate,D3
pair_4453,syn_ssr_hydration_mismatch_00,sdk_array_bounds_09,not_duplicate,D4
pair_2849,syn_search_empty_state_02,syn_form_validation_race_07,not_duplicate,D3
pair_1937,sdk_unauthorized_401_00,sdk_unauthorized_401_03,duplicate,D2
pair_2241,sdk_storage_quota_05,sdk_storage_quota_07,duplicate,D2
pair_0200,syn_file_upload_crash_01,syn_file_upload_crash_05,duplicate,D2
pair_0998,syn_table_sort_nan_00,syn_table_sort_nan_07,duplicate,D2
pair_1241,syn_video_autoplay_blocked_03,syn_video_autoplay_blocked_05,duplicate,D2
pair_2325,sdk_zindex_conflict_04,sdk_zindex_conflict_05,duplicate,D2
pair_0784,syn_stale_cache_01,syn_stale_cache_09,duplicate,D2
pair_2389,sdk_unhandled_promise_00,sdk_unhandled_promise_05,duplicate,D2
pair_2949,syn_table_sort_nan_04,syn_password_reveal_crash_09,not_duplicate,D3
pair_0324,syn_date_picker_timezone_00,syn_date_picker_timezone_03,duplicate,D2
pair_1052,syn_geolocation_timeout_01,syn_geolocation_timeout_09,duplicate,D2
pair_3948,sdk_stale_closure_06,syn_dark_mode_flash_00,not_duplicate,D4
pair_0091,syn_login_csrf_05,syn_login_csrf_09,duplicate,D2
pair_2275,sdk_stale_closure_03,sdk_stale_closure_05,duplicate,D2
pair_2162,sdk_heavy_canvas_00,sdk_heavy_canvas_03,duplicate,D2
pair_4259,gh_1245923243,syn_geolocation_timeout_09,not_duplicate,D4
pair_2943,sdk_json_parse_crash_09,sdk_cors_error_07,not_duplicate,D3
pair_0322,syn_date_picker_timezone_00,syn_date_picker_timezone_01,duplicate,D2
pair_1564,sdk_broken_image_04,sdk_broken_image_09,duplicate,D2
pair_0414,syn_form_validation_race_00,syn_form_validation_race_04,duplicate,D2
pair_4294,gh_1934753530,sdk_slow_page_03,not_duplicate,D4
pair_4414,syn_login_csrf_03,sdk_stack_overflow_00,not_duplicate,D4
pair_2715,gh_3907931032,gh_3858030854,not_duplicate,D3
pair_3533,sdk_checkout_crash_00,gh_3301463020,not_duplicate,D4
pair_3062,syn_form_validation_race_05,syn_service_worker_stale_04,not_duplicate,D3
pair_0166,syn_dark_mode_flash_02,syn_dark_mode_flash_09,duplicate,D2
pair_3872,syn_a11y_focus_trap_01,sdk_listener_leak_07,not_duplicate,D4
pair_3180,syn_drag_drop_ghost_08,syn_clipboard_paste_crash_06,not_duplicate,D4
pair_1876,sdk_cors_error_04,sdk_cors_error_06,duplicate,D2
pair_1414,sdk_api_500_02,sdk_api_500_05,duplicate,D2
pair_1125,syn_pdf_export_blank_08,syn_pdf_export_blank_09,duplicate,D2
pair_3419,syn_image_lazy_load_06,gh_2744101357,not_duplicate,D4
pair_2679,syn_image_lazy_load_04,syn_animation_jank_07,not_duplicate,D3
pair_0592,syn_dropdown_z_index_00,syn_dropdown_z_index_02,duplicate,D2
pair_3710,syn_service_worker_stale_03,sdk_invalid_date_01,not_duplicate,D4
pair_3763,gh_3800580154,syn_stale_cache_02,not_duplicate,D4
pair_0344,syn_date_picker_timezone_02,syn_date_picker_timezone_09,duplicate,D2
pair_0717,syn_oauth_redirect_loop_05,syn_oauth_redirect_loop_09,duplicate,D2
pair_2786,gh_4062064165,gh_4017202228,not_duplicate,D3
pair_1622,sdk_json_parse_crash_00,sdk_json_parse_crash_03,duplicate,D2
pair_2673,syn_websocket_reconnect_05,syn_oauth_redirect_loop_00,not_duplicate,D3
pair_1463,sdk_slow_page_02,sdk_slow_page_09,duplicate,D2
pair_3859,syn_chart_resize_overflow_05,sdk_form_crash_07,not_duplicate,D4
pair_2940,gh_2516903932,gh_1465982477,not_duplicate,D3
pair_1219,syn_video_autoplay_blocked_00,syn_video_autoplay_blocked_04,duplicate,D2
pair_1329,syn_service_worker_stale_03,syn_service_worker_stale_04,duplicate,D2
pair_1829,sdk_invalid_date_03,sdk_invalid_date_09,duplicate,D2
pair_0071,syn_login_csrf_02,syn_login_csrf_04,duplicate,D2
pair_1708,sdk_stack_overflow_07,sdk_stack_overflow_09,duplicate,D2
pair_1461,sdk_slow_page_02,sdk_slow_page_07,duplicate,D2
pair_3096,syn_checkout_coupon_03,sdk_slow_page_05,not_duplicate,D4
pair_2149,sdk_dom_explosion_04,sdk_dom_explosion_09,duplicate,D2
pair_1094,syn_pdf_export_blank_01,syn_pdf_export_blank_06,duplicate,D2
pair_0096,syn_login_csrf_07,syn_login_csrf_09,duplicate,D2
pair_1213,syn_password_reveal_crash_07,syn_password_reveal_crash_08,duplicate,D2
pair_3355,sdk_invalid_date_07,syn_video_autoplay_blocked_00,not_duplicate,D4
pair_2191,sdk_heavy_canvas_04,sdk_heavy_canvas_06,duplicate,D2
pair_1033,syn_table_sort_nan_06,syn_table_sort_nan_09,duplicate,D2
pair_1512,sdk_form_crash_03,sdk_form_crash_07,duplicate,D2
pair_0205,syn_file_upload_crash_02,syn_file_upload_crash_03,duplicate,D2
pair_1503,sdk_form_crash_02,sdk_form_crash_04,duplicate,D2
pair_3813,sdk_broken_image_07,syn_dropdown_z_index_08,not_duplicate,D4
pair_2005,sdk_rate_limit_429_03,sdk_rate_limit_429_05,duplicate,D2
pair_2645,syn_dropdown_z_index_07,syn_chart_resize_overflow_01,not_duplicate,D3
pair_0163,syn_dark_mode_flash_02,syn_dark_mode_flash_06,duplicate,D2
pair_1153,syn_drag_drop_ghost_03,syn_drag_drop_ghost_07,duplicate,D2
pair_3075,sdk_rate_limit_429_00,gh_4062064165,not_duplicate,D4
pair_0198,syn_file_upload_crash_01,syn_file_upload_crash_03,duplicate,D2
pair_3010,syn_checkout_coupon_07,syn_video_autoplay_blocked_06,not_duplicate,D3
pair_1863,sdk_cors_error_02,sdk_cors_error_04,duplicate,D2
pair_3107,syn_password_reveal_crash_03,gh_3857816715,not_duplicate,D4
pair_0809,syn_stale_cache_06,syn_stale_cache_09,duplicate,D2
pair_3309,syn_table_sort_nan_05,syn_drag_drop_ghost_00,not_duplicate,D4
pair_1380,sdk_checkout_crash_04,sdk_checkout_crash_05,duplicate,D2
pair_0028,syn_checkout_coupon_02,syn_checkout_coupon_06,duplicate,D2
pair_2596,syn_a11y_focus_trap_06,syn_chart_resize_overflow_09,not_duplicate,D3
pair_0327,syn_date_picker_timezone_00,syn_date_picker_timezone_06,duplicate,D2
pair_1570,sdk_broken_image_06,sdk_broken_image_08,duplicate,D2
pair_3378,sdk_broken_image_09,gh_1329896643,not_duplicate,D4
pair_3738,sdk_heavy_canvas_06,syn_drag_drop_ghost_02,not_duplicate,D4
pair_0457,syn_image_lazy_load_00,syn_image_lazy_load_02,duplicate,D2
pair_1494,sdk_form_crash_01,sdk_form_crash_02,duplicate,D2
pair_3244,sdk_null_dom_07,sdk_cors_error_04,not_duplicate,D4
pair_2577,gh_3924564378,gh_3858030854,not_duplicate,D3
pair_1527,sdk_form_crash_07,sdk_form_crash_08,duplicate,D2
pair_2056,sdk_websocket_fail_04,sdk_websocket_fail_06,duplicate,D2
pair_1844,sdk_invalid_date_08,sdk_invalid_date_09,duplicate,D2
pair_2869,gh_4066585260,gh_3906005988,not_duplicate,D3
pair_1059,syn_geolocation_timeout_02,syn_geolocation_timeout_09,duplicate,D2
pair_2870,sdk_cors_error_05,sdk_network_timeout_06,not_duplicate,D3
pair_3838,syn_chart_resize_overflow_05,gh_3822673210,not_duplicate,D4
pair_2835,syn_table_sort_nan_09,syn_password_reveal_crash_03,not_duplicate,D3
pair_1730,sdk_null_dom_02,sdk_null_dom_06,duplicate,D2
pair_1645,sdk_json_parse_crash_03,sdk_json_parse_crash_05,duplicate,D2
pair_3471,syn_chart_resize_overflow_03,sdk_cors_error_00,not_duplicate,D4
pair_0047,syn_checkout_coupon_06,syn_checkout_coupon_07,duplicate,D2
pair_1862,sdk_cors_error_02,sdk_cors_error_03,duplicate,D2
pair_3431,sdk_checkout_crash_09,syn_websocket_reconnect_08,not_duplicate,D4
pair_2280,sdk_stale_closure_04,sdk_stale_closure_05,duplicate,D2
pair_0527,syn_ssr_hydration_mismatch_03,syn_ssr_hydration_mismatch_06,duplicate,D2
pair_2866,syn_clipboard_paste_crash_08,syn_table_sort_nan_01,not_duplicate,D3
pair_0658,syn_react_key_warning_03,syn_react_key_warning_04,duplicate,D2
pair_3340,syn_date_picker_timezone_04,sdk_long_task_05,not_duplicate,D4
pair_1656,sdk_json_parse_crash_05,sdk_json_parse_crash_07,duplicate,D2
pair_0415,syn_form_validation_race_00,syn_form_validation_race_05,duplicate,D2
pair_1418,sdk_api_500_02,sdk_api_500_09,duplicate,D2
pair_0338,syn_date_picker_timezone_02,syn_date_picker_timezone_03,duplicate,D2
pair_1904,sdk_network_timeout_01,sdk_network_timeout_07,duplicate,D2
pair_3229,sdk_json_parse_crash_00,sdk_rage_clicks_09,not_duplicate,D4
pair_2119,sdk_dom_explosion_00,sdk_dom_explosion_05,duplicate,D2
pair_2458,sdk_listener_leak_03,sdk_listener_leak_08,duplicate,D2
pair_0669,syn_react_key_warning_05,syn_react_key_warning_06,duplicate,D2
pair_0735,syn_animation_jank_01,syn_animation_jank_04,duplicate,D2
pair_1727,sdk_null_dom_02,sdk_null_dom_03,duplicate,D2
pair_1069,syn_geolocation_timeout_04,syn_geolocation_timeout_08,duplicate,D2
pair_4218,syn_search_empty_state_03,syn_websocket_reconnect_06,not_duplicate,D4
pair_1968,sdk_unauthorized_401_04,sdk_unauthorized_401_08,duplicate,D2
pair_1584,sdk_rage_clicks_01,sdk_rage_clicks_02,duplicate,D2
pair_2470,sdk_listener_leak_06,sdk_listener_leak_08,duplicate,D2
pair_1167,syn_drag_drop_ghost_06,syn_drag_drop_ghost_09,duplicate,D2
pair_0617,syn_dropdown_z_index_03,syn_dropdown_z_index_08,duplicate,D2
pair_2652,sdk_cors_error_09,sdk_rate_limit_429_09,not_duplicate,D3
pair_3127,syn_pdf_export_blank_09,syn_useeffect_loop_03,not_duplicate,D4
pair_4060,syn_oauth_redirect_loop_08,sdk_invalid_date_03,not_duplicate,D4
pair_1390,sdk_checkout_crash_06,sdk_checkout_crash_08,duplicate,D2
pair_0380,syn_websocket_reconnect_01,syn_websocket_reconnect_07,duplicate,D2
pair_2491,syn_date_picker_timezone_03,syn_table_sort_nan_09,not_duplicate,D3
pair_1236,syn_video_autoplay_blocked_02,syn_video_autoplay_blocked_06,duplicate,D2
pair_4336,sdk_zindex_conflict_01,syn_image_lazy_load_03,not_duplicate,D4
pair_3762,syn_checkout_coupon_03,gh_4117107989,not_duplicate,D4
pair_4212,syn_checkout_coupon_08,sdk_storage_quota_05,not_duplicate,D4
pair_3449,syn_ssr_hydration_mismatch_05,syn_notification_permission_02,not_duplicate,D4
pair_3143,syn_modal_scroll_lock_08,sdk_broken_image_04,not_duplicate,D4
pair_2772,syn_login_csrf_09,syn_websocket_reconnect_03,not_duplicate,D3
pair_3406,sdk_storage_quota_08,sdk_broken_image_06,not_duplicate,D4
pair_3789,syn_drag_drop_ghost_06,sdk_form_crash_08,not_duplicate,D4
pair_0006,syn_geolocation_timeout_00,syn_geolocation_timeout_01,duplicate,D1
pair_2053,sdk_websocket_fail_03,sdk_websocket_fail_08,duplicate,D2
pair_1392,sdk_checkout_crash_07,sdk_checkout_crash_08,duplicate,D2
pair_3659,syn_react_key_warning_03,sdk_zindex_conflict_02,not_duplicate,D4
pair_1511,sdk_form_crash_03,sdk_form_crash_06,duplicate,D2
pair_0963,syn_notification_permission_01,syn_notification_permission_09,duplicate,D2
pair_2368,sdk_layout_shift_03,sdk_layout_shift_08,duplicate,D2
pair_0908,syn_clipboard_paste_crash_00,syn_clipboard_paste_crash_07,duplicate,D2
pair_0110,syn_infinite_scroll_memory_01,syn_infinite_scroll_memory_05,duplicate,D2
pair_2992,syn_checkout_coupon_08,syn_notification_permission_00,not_duplicate,D3
pair_2338,sdk_zindex_conflict_07,sdk_zindex_conflict_09,duplicate,D2
pair_0293,syn_modal_scroll_lock_01,syn_modal_scroll_lock_09,duplicate,D2
pair_2187,sdk_heavy_canvas_03,sdk_heavy_canvas_07,duplicate,D2
pair_3979,syn_date_picker_timezone_02,sdk_unauthorized_401_06,not_duplicate,D4
pair_1739,sdk_null_dom_03,sdk_null_dom_09,duplicate,D2
pair_2775,syn_login_csrf_06,syn_websocket_reconnect_02,not_duplicate,D3
pair_2621,syn_websocket_reconnect_01,syn_oauth_redirect_loop_00,not_duplicate,D3
pair_1637,sdk_json_parse_crash_02,sdk_json_parse_crash_03,duplicate,D2
pair_0546,syn_cors_preflight_00,syn_cors_preflight_01,duplicate,D2
pair_1303,syn_chart_resize_overflow_07,syn_chart_resize_overflow_09,duplicate,D2
pair_0526,syn_ssr_hydration_mismatch_03,syn_ssr_hydration_mismatch_05,duplicate,D2
pair_4180,syn_checkout_coupon_06,syn_stale_cache_07,not_duplicate,D4
pair_0392,syn_websocket_reconnect_03,syn_websocket_reconnect_06,duplicate,D2
pair_4411,gh_1983929292,syn_file_upload_crash_07,not_duplicate,D4
pair_3379,sdk_listener_leak_00,sdk_rage_clicks_07,not_duplicate,D4
pair_1541,sdk_broken_image_01,sdk_broken_image_04,duplicate,D2
pair_3190,sdk_null_dom_07,syn_ssr_hydration_mismatch_09,not_duplicate,D4
pair_0870,syn_useeffect_loop_01,syn_useeffect_loop_06,duplicate,D2
pair_4456,syn_stale_cache_08,syn_table_sort_nan_06,not_duplicate,D4
pair_2998,syn_dark_mode_flash_00,syn_drag_drop_ghost_02,not_duplicate,D3
pair_3912,syn_form_validation_race_02,syn_file_upload_crash_05,not_duplicate,D4
pair_1411,sdk_api_500_01,sdk_api_500_09,duplicate,D2
pair_0652,syn_react_key_warning_02,syn_react_key_warning_04,duplicate,D2
pair_4269,sdk_layout_shift_03,sdk_unauthorized_401_05,not_duplicate,D4
pair_0020,syn_checkout_coupon_01,syn_checkout_coupon_05,duplicate,D2
pair_2911,syn_infinite_scroll_memory_07,syn_image_lazy_load_05,not_duplicate,D3
pair_0631,syn_dropdown_z_index_07,syn_dropdown_z_index_08,duplicate,D2
pair_4374,sdk_null_dom_00,syn_infinite_scroll_memory_07,not_duplicate,D4
pair_2809,sdk_network_timeout_08,sdk_rate_limit_429_00,not_duplicate,D3
pair_3545,sdk_unauthorized_401_06,gh_2516903932,not_duplicate,D4
pair_3711,syn_notification_permission_05,sdk_stale_closure_02,not_duplicate,D4
pair_0967,syn_notification_permission_02,syn_notification_permission_06,duplicate,D2
pair_3929,syn_infinite_scroll_memory_07,sdk_rate_limit_429_04,not_duplicate,D4
pair_0329,syn_date_picker_timezone_00,syn_date_picker_timezone_08,duplicate,D2
pair_1259,syn_video_autoplay_blocked_07,syn_video_autoplay_blocked_09,duplicate,D2
pair_2774,syn_table_sort_nan_00,syn_pdf_export_blank_00,not_duplicate,D3
pair_4126,sdk_rage_clicks_06,syn_dropdown_z_index_07,not_duplicate,D4
pair_3918,gh_1934753530,syn_animation_jank_00,not_duplicate,D4
pair_2413,sdk_unhandled_promise_03,sdk_unhandled_promise_08,duplicate,D2
pair_0003,syn_dropdown_z_index_01,syn_dropdown_z_index_09,duplicate,D1
pair_1886,sdk_cors_error_06,sdk_cors_error_09,duplicate,D2
pair_0677,syn_react_key_warning_07,syn_react_key_warning_09,duplicate,D2
pair_1621,sdk_json_parse_crash_00,sdk_json_parse_crash_02,duplicate,D2
pair_2587,syn_infinite_scroll_memory_01,syn_image_lazy_load_08,not_duplicate,D3
pair_2485,syn_login_csrf_00,syn_websocket_reconnect_01,not_duplicate,D3
pair_2617,sdk_network_timeout_01,sdk_rate_limit_429_02,not_duplicate,D3
pair_1266,syn_chart_resize_overflow_00,syn_chart_resize_overflow_07,duplicate,D2
pair_2388,sdk_unhandled_promise_00,sdk_unhandled_promise_04,duplicate,D2
pair_0220,syn_file_upload_crash_04,syn_file_upload_crash_07,duplicate,D2
pair_1364,sdk_checkout_crash_01,sdk_checkout_crash_07,duplicate,D2
pair_0532,syn_ssr_hydration_mismatch_04,syn_ssr_hydration_mismatch_06,duplicate,D2
pair_0571,syn_cors_preflight_03,syn_cors_preflight_05,duplicate,D2
pair_2798,syn_infinite_scroll_memory_00,syn_image_lazy_load_07,not_duplicate,D3
pair_2146,sdk_dom_explosion_04,sdk_dom_explosion_06,duplicate,D2
pair_1231,syn_video_autoplay_blocked_01,syn_video_autoplay_blocked_08,duplicate,D2
pair_0681,syn_oauth_redirect_loop_00,syn_oauth_redirect_loop_03,duplicate,D2
pair_4048,syn_dropdown_z_index_06,syn_cors_preflight_07,not_duplicate,D4
pair_0671,syn_react_key_warning_05,syn_react_key_warning_08,duplicate,D2
pair_0116,syn_infinite_scroll_memory_02,syn_infinite_scroll_memory_04,duplicate,D2
pair_4079,syn_drag_drop_ghost_05,syn_video_autoplay_blocked_04,not_duplicate,D4
pair_1103,syn_pdf_export_blank_02,syn_pdf_export_blank_08,duplicate,D2
pair_1744,sdk_null_dom_04,sdk_null_dom_09,duplicate,D2
pair_3134,syn_dropdown_z_index_03,syn_file_upload_crash_01,not_duplicate,D4
pair_3089,syn_service_worker_stale_09,sdk_slow_page_06,not_duplicate,D4
pair_3873,gh_4094612275,syn_infinite_scroll_memory_02,not_duplicate,D4
pair_0959,syn_notification_permission_01,syn_notification_permission_05,duplicate,D2
pair_0164,syn_dark_mode_flash_02,syn_dark_mode_flash_07,duplicate,D2
pair_3860,syn_date_picker_timezone_02,gh_3835902957,not_duplicate,D4
pair_1643,sdk_json_parse_crash_02,sdk_json_parse_crash_09,duplicate,D2
pair_1976,sdk_unauthorized_401_06,sdk_unauthorized_401_09,duplicate,D2
pair_3638,sdk_cors_error_01,syn_checkout_coupon_04,not_duplicate,D4
pair_4047,syn_notification_permission_03,sdk_listener_leak_08,not_duplicate,D4
pair_3748,sdk_array_bounds_08,syn_websocket_reconnect_06,not_duplicate,D4
pair_0997,syn_table_sort_nan_00,syn_table_sort_nan_06,duplicate,D2
pair_2447,sdk_listener_leak_02,sdk_listener_leak_03,duplicate,D2
pair_4447,sdk_checkout_crash_09,syn_form_validation_race_07,not_duplicate,D4
pair_4465,syn_clipboard_paste_crash_00,sdk_zindex_conflict_08,not_duplicate,D4
pair_1869,sdk_cors_error_03,sdk_cors_error_04,duplicate,D2
pair_4067,syn_a11y_focus_trap_02,syn_ssr_hydration_mismatch_05,not_duplicate,D4
pair_0089,syn_login_csrf_05,syn_login_csrf_07,duplicate,D2
pair_0762,syn_animation_jank_05,syn_animation_jank_09,duplicate,D2
