pair_id,model,cosine_score,label
bz_pair_0290,snowflake-arctic-embed,0.599147,not_duplicate
bz_pair_0291,snowflake-arctic-embed,0.501836,not_duplicate
bz_pair_0292,snowflake-arctic-embed,0.672976,duplicate
bz_pair_0293,snowflake-arctic-embed,0.415078,duplicate
bz_pair_0294,snowflake-arctic-embed,0.371654,duplicate
bz_pair_0295,snowflake-arctic-embed,0.40304,duplicate
bz_pair_0296,snowflake-arctic-embed,0.764078,duplicate
bz_pair_0297,snowflake-arctic-embed,0.560811,not_duplicate
bz_pair_0298,snowflake-arctic-embed,0.453652,duplicate
bz_pair_0299,snowflake-arctic-embed,0.529161,duplicate
bz_pair_0300,snowflake-arctic-embed,0.473469,not_duplicate
bz_pair_0301,snowflake-arctic-embed,1.0,duplicate
bz_pair_0302,snowflake-arctic-embed,0.361688,duplicate
bz_pair_0303,snowflake-arctic-embed,0.592499,duplicate
bz_pair_0304,snowflake-arctic-embed,0.450747,not_duplicate
bz_pair_0305,snowflake-arctic-embed,0.572815,duplicate
bz_pair_0306,snowflake-arctic-embed,0.74681,duplicate
bz_pair_0307,snowflake-arctic-embed,0.767704,duplicate
bz_pair_0308,snowflake-arctic-embed,0.705533,duplicate
bz_pair_0309,snowflake-arctic-embed,0.774871,duplicate
bz_pair_0310,snowflake-arctic-embed,0.641786,duplicate
bz_pair_0311,snowflake-arctic-embed,0.795014,duplicate
bz_pair_0312,snowflake-arctic-embed,0.474597,not_duplicate
bz_pair_0313,snowflake-arctic-embed,0.377242,not_duplicate
bz_pair_0314,snowflake-arctic-embed,0.700919,duplicate
bz_pair_0315,snowflake-arctic-embed,0.600493,duplicate
bz_pair_0316,snowflake-arctic-embed,0.67026,duplicate
bz_pair_0317,snowflake-arctic-embed,0.521919,not_duplicate
bz_pair_0318,snowflake-arctic-embed,0.551026,duplicate
bz_pair_0319,snowflake-arctic-embed,0.488554,not_duplicate
bz_pair_0320,snowflake-arctic-embed,0.835984,duplicate
bz_pair_0321,snowflake-arctic-embed,0.678145,duplicate
bz_pair_0322,snowflake-arctic-embed,0.748245,duplicate
bz_pair_0323,snowflake-arctic-embed,0.473411,not_duplicate
bz_pair_0324,snowflake-arctic-embed,0.557794,duplicate
bz_pair_0325,snowflake-arctic-embed,0.707451,duplicate
bz_pair_0326,snowflake-arctic-embed,0.999462,duplicate
bz_pair_0327,snowflake-arctic-embed,0.41292,not_duplicate
bz_pair_0328,snowflake-arctic-embed,0.980648,duplicate
bz_pair_0329,snowflake-arctic-embed,0.531439,not_duplicate
bz_pair_0330,snowflake-arctic-embed,0.967363,duplicate
bz_pair_0331,snowflake-arctic-embed,0.496908,not_duplicate
bz_pair_0332,snowflake-arctic-embed,0.398428,not_duplicate
bz_pair_0333,snowflake-arctic-embed,0.744154,duplicate
bz_pair_0334,snowflake-arctic-embed,0.712025,duplicate
bz_pair_0335,snowflake-arctic-embed,1.0,duplicate
bz_pair_0336,snowflake-arctic-embed,0.564282,duplicate
bz_pair_0337,snowflake-arctic-embed,0.578572,duplicate
bz_pair_0338,snowflake-arctic-embed,0.640392,duplicate
bz_pair_0339,snowflake-arctic-embed,0.539008,not_duplicate
bz_pair_0340,snowflake-arctic-embed,1.0,duplicate
bz_pair_0341,snowflake-arctic-embed,0.441688,not_duplicate
bz_pair_0342,snowflake-arctic-embed,0.564493,duplicate
bz_pair_0343,snowflake-arctic-embed,0.621273,duplicate
bz_pair_0344,snowflake-arctic-embed,0.684128,duplicate
bz_pair_0345,snowflake-arctic-embed,0.710243,duplicate
bz_pair_0346,snowflake-arctic-embed,0.627117,duplicate
bz_pair_0347,snowflake-arctic-embed,0.531098,duplicate
bz_pair_0348,snowflake-arctic-embed,0.720666,duplicate
bz_pair_0349,snowflake-arctic-embed,0.440694,not_duplicate
bz_pair_0000,mxbai-embed-large,0.7467,duplicate
bz_pair_0001,mxbai-embed-large,0.754125,duplicate
bz_pair_0002,mxbai-embed-large,0.761296,duplicate
bz_pair_0003,mxbai-embed-large,0.515101,duplicate
bz_pair_0004,mxbai-embed-large,0.638478,duplicate
bz_pair_0005,mxbai-embed-large,0.399994,not_duplicate
bz_pair_0006,mxbai-embed-large,0.428333,not_duplicate
bz_pair_0007,mxbai-embed-large,0.852218,duplicate
bz_pair_0008,mxbai-embed-large,0.455068,not_duplicate
bz_pair_0009,mxbai-embed-large,0.664984,duplicate
bz_pair_0010,mxbai-embed-large,0.816915,duplicate
bz_pair_0011,mxbai-embed-large,0.806248,duplicate
bz_pair_0012,mxbai-embed-large,0.602632,not_duplicate
bz_pair_0013,mxbai-embed-large,0.688405,duplicate
bz_pair_0014,mxbai-embed-large,0.492036,not_duplicate
bz_pair_0015,mxbai-embed-large,0.773967,duplicate
bz_pair_0016,mxbai-embed-large,0.739994,duplicate
bz_pair_0017,mxbai-embed-large,0.718686,duplicate
bz_pair_0018,mxbai-embed-large,0.882638,duplicate
bz_pair_0019,mxbai-embed-large,0.802385,duplicate
bz_pair_0020,mxbai-embed-large,0.838156,duplicate
bz_pair_0021,mxbai-embed-large,0.708086,duplicate
bz_pair_0022,mxbai-embed-large,0.729645,duplicate
bz_pair_0023,mxbai-embed-large,0.438561,not_duplicate
bz_pair_0024,mxbai-embed-large,0.857309,duplicate
bz_pair_0025,mxbai-embed-large,0.881218,duplicate
bz_pair_0026,mxbai-embed-large,0.455687,not_duplicate
bz_pair_0027,mxbai-embed-large,0.662548,duplicate
bz_pair_0028,mxbai-embed-large,1.0,duplicate
bz_pair_0029,mxbai-embed-large,0.78128,duplicate
bz_pair_0030,mxbai-embed-large,0.540889,not_duplicate
bz_pair_0031,mxbai-embed-large,0.724114,duplicate
bz_pair_0032,mxbai-embed-large,0.720789,duplicate
bz_pair_0033,mxbai-embed-large,0.498654,duplicate
bz_pair_0034,mxbai-embed-large,0.443773,not_duplicate
bz_pair_0035,mxbai-embed-large,0.402386,not_duplicate
bz_pair_0036,mxbai-embed-large,0.795858,duplicate
bz_pair_0037,mxbai-embed-large,0.488553,not_duplicate
bz_pair_0038,mxbai-embed-large,0.480671,not_duplicate
bz_pair_0039,mxbai-embed-large,0.921399,duplicate
bz_pair_0040,mxbai-embed-large,0.70814,duplicate
bz_pair_0041,mxbai-embed-large,0.540643,duplicate
bz_pair_0042,mxbai-embed-large,0.870551,duplicate
bz_pair_0043,mxbai-embed-large,0.670744,duplicate
bz_pair_0044,mxbai-embed-large,0.477431,not_duplicate
bz_pair_0045,mxbai-embed-large,0.660255,duplicate
bz_pair_0046,mxbai-embed-large,0.804635,duplicate
bz_pair_0047,mxbai-embed-large,0.711668,duplicate
bz_pair_0048,mxbai-embed-large,0.495873,not_duplicate
bz_pair_0049,mxbai-embed-large,0.394742,not_duplicate
bz_pair_0050,mxbai-embed-large,0.709473,duplicate
bz_pair_0051,mxbai-embed-large,0.59478,duplicate
bz_pair_0052,mxbai-embed-large,0.743748,duplicate
bz_pair_0053,mxbai-embed-large,0.81955,duplicate
bz_pair_0054,mxbai-embed-large,1.0,duplicate
bz_pair_0055,mxbai-embed-large,0.506172,not_duplicate
bz_pair_0056,mxbai-embed-large,0.79557,duplicate
bz_pair_0057,mxbai-embed-large,0.877119,duplicate
bz_pair_0058,mxbai-embed-large,0.371348,not_duplicate
bz_pair_0059,mxbai-embed-large,0.702803,duplicate
bz_pair_0060,mxbai-embed-large,0.82039,duplicate
bz_pair_0061,mxbai-embed-large,0.303655,not_duplicate
bz_pair_0062,mxbai-embed-large,0.775522,duplicate
bz_pair_0063,mxbai-embed-large,0.411979,not_duplicate
bz_pair_0064,mxbai-embed-large,0.442879,not_duplicate
bz_pair_0065,mxbai-embed-large,1.0,duplicate
bz_pair_0066,mxbai-embed-large,0.743361,duplicate
bz_pair_0067,mxbai-embed-large,0.676234,duplicate
bz_pair_0068,mxbai-embed-large,0.808376,duplicate
bz_pair_0069,mxbai-embed-large,0.541224,not_duplicate
bz_pair_0070,mxbai-embed-large,0.773942,duplicate
bz_pair_0071,mxbai-embed-large,0.800898,duplicate
bz_pair_0072,mxbai-embed-large,0.781522,duplicate
bz_pair_0073,mxbai-embed-large,0.8238,duplicate
bz_pair_0074,mxbai-embed-large,0.827437,duplicate
bz_pair_0075,mxbai-embed-large,0.671248,duplicate
bz_pair_0076,mxbai-embed-large,0.891574,duplicate
bz_pair_0077,mxbai-embed-large,0.876045,duplicate
bz_pair_0078,mxbai-embed-large,0.715794,duplicate
bz_pair_0079,mxbai-embed-large,0.616728,duplicate
bz_pair_0080,mxbai-embed-large,0.771146,duplicate
bz_pair_0081,mxbai-embed-large,0.73125,duplicate
bz_pair_0082,mxbai-embed-large,0.609388,duplicate
bz_pair_0083,mxbai-embed-large,0.490502,duplicate
bz_pair_0084,mxbai-embed-large,0.85394,duplicate
bz_pair_0085,mxbai-embed-large,0.83362,duplicate
bz_pair_0086,mxbai-embed-large,0.73636,duplicate
bz_pair_0087,mxbai-embed-large,0.40955,not_duplicate
bz_pair_0088,mxbai-embed-large,0.827244,duplicate
bz_pair_0089,mxbai-embed-large,0.719115,duplicate
bz_pair_0090,mxbai-embed-large,0.68411,duplicate
bz_pair_0091,mxbai-embed-large,0.809849,duplicate
bz_pair_0092,mxbai-embed-large,0.873683,duplicate
bz_pair_0093,mxbai-embed-large,0.720488,duplicate
bz_pair_0094,mxbai-embed-large,0.472704,not_duplicate
bz_pair_0095,mxbai-embed-large,1.0,duplicate
bz_pair_0096,mxbai-embed-large,0.735322,duplicate
bz_pair_0097,mxbai-embed-large,0.726552,duplicate
bz_pair_0098,mxbai-embed-large,0.774989,duplicate
bz_pair_0099,mxbai-embed-large,0.702806,duplicate
bz_pair_0100,mxbai-embed-large,0.821091,duplicate
bz_pair_0101,mxbai-embed-large,0.493465,not_duplicate
bz_pair_0102,mxbai-embed-large,0.452926,not_duplicate
bz_pair_0103,mxbai-embed-large,0.645083,duplicate
bz_pair_0104,mxbai-embed-large,0.739069,duplicate
bz_pair_0105,mxbai-embed-large,0.695593,duplicate
bz_pair_0106,mxbai-embed-large,0.431947,not_duplicate
bz_pair_0107,mxbai-embed-large,0.798817,duplicate
bz_pair_0108,mxbai-embed-large,0.633698,duplicate
bz_pair_0109,mxbai-embed-large,0.753904,duplicate
bz_pair_0110,mxbai-embed-large,0.377366,not_duplicate
bz_pair_0111,mxbai-embed-large,0.728899,duplicate
bz_pair_0112,mxbai-embed-large,0.556565,not_duplicate
bz_pair_0113,mxbai-embed-large,0.83898,duplicate
bz_pair_0114,mxbai-embed-large,0.446454,not_duplicate
bz_pair_0115,mxbai-embed-large,0.655813,duplicate
bz_pair_0116,mxbai-embed-large,0.647964,duplicate
bz_pair_0117,mxbai-embed-large,0.448599,duplicate
bz_pair_0118,mxbai-embed-large,0.698713,duplicate
bz_pair_0119,mxbai-embed-large,0.532615,duplicate
bz_pair_0120,mxbai-embed-large,0.719692,duplicate
bz_pair_0121,mxbai-embed-large,0.468375,not_duplicate
bz_pair_0122,mxbai-embed-large,0.816076,duplicate
bz_pair_0123,mxbai-embed-large,0.702309,duplicate
bz_pair_0124,mxbai-embed-large,0.75576,duplicate
bz_pair_0125,mxbai-embed-large,0.482592,not_duplicate
bz_pair_0126,mxbai-embed-large,0.806116,duplicate
bz_pair_0127,mxbai-embed-large,0.889653,duplicate
bz_pair_0128,mxbai-embed-large,0.872163,duplicate
bz_pair_0129,mxbai-embed-large,0.473438,not_duplicate
bz_pair_0130,mxbai-embed-large,0.688211,duplicate
bz_pair_0131,mxbai-embed-large,0.636783,duplicate
bz_pair_0132,mxbai-embed-large,0.624087,duplicate
bz_pair_0133,mxbai-embed-large,0.671942,duplicate
bz_pair_0134,mxbai-embed-large,0.402551,not_duplicate
bz_pair_0135,mxbai-embed-large,0.505011,not_duplicate
bz_pair_0136,mxbai-embed-large,0.471198,not_duplicate
bz_pair_0137,mxbai-embed-large,0.806267,duplicate
bz_pair_0138,mxbai-embed-large,0.664593,duplicate
bz_pair_0139,mxbai-embed-large,0.737091,duplicate
bz_pair_0140,mxbai-embed-large,0.53147,duplicate
bz_pair_0141,mxbai-embed-large,0.749639,duplicate
bz_pair_0142,mxbai-embed-large,0.743237,duplicate
bz_pair_0143,mxbai-embed-large,0.561862,duplicate
bz_pair_0144,mxbai-embed-large,0.490908,not_duplicate
bz_pair_0145,mxbai-embed-large,0.416195,not_duplicate
bz_pair_0146,mxbai-embed-large,0.669971,duplicate
bz_pair_0147,mxbai-embed-large,0.830888,duplicate
bz_pair_0148,mxbai-embed-large,0.773409,duplicate
bz_pair_0149,mxbai-embed-large,0.458174,not_duplicate
bz_pair_0150,mxbai-embed-large,0.464053,not_duplicate
bz_pair_0151,mxbai-embed-large,0.63448,duplicate
bz_pair_0152,mxbai-embed-large,0.456493,not_duplicate
bz_pair_0153,mxbai-embed-large,0.693577,not_duplicate
bz_pair_0154,mxbai-embed-large,0.61152,not_duplicate
bz_pair_0155,mxbai-embed-large,0.761559,duplicate
bz_pair_0156,mxbai-embed-large,0.701837,duplicate
bz_pair_0157,mxbai-embed-large,0.679312,duplicate
bz_pair_0158,mxbai-embed-large,0.863374,duplicate
bz_pair_0159,mxbai-embed-large,0.742586,duplicate
bz_pair_0160,mxbai-embed-large,1.0,duplicate
bz_pair_0161,mxbai-embed-large,0.412308,not_duplicate
bz_pair_0162,mxbai-embed-large,0.899856,duplicate
bz_pair_0163,mxbai-embed-large,0.853276,duplicate
bz_pair_0164,mxbai-embed-large,0.606384,duplicate
bz_pair_0165,mxbai-embed-large,0.483272,not_duplicate
bz_pair_0166,mxbai-embed-large,0.77714,duplicate
bz_pair_0167,mxbai-embed-large,0.66633,duplicate
bz_pair_0168,mxbai-embed-large,0.703834,duplicate
bz_pair_0169,mxbai-embed-large,0.664979,duplicate
bz_pair_0170,mxbai-embed-large,0.76437,duplicate
bz_pair_0171,mxbai-embed-large,0.854382,duplicate
bz_pair_0172,mxbai-embed-large,0.887647,duplicate
bz_pair_0173,mxbai-embed-large,0.841403,duplicate
bz_pair_0174,mxbai-embed-large,0.829379,duplicate
bz_pair_0175,mxbai-embed-large,0.658606,duplicate
bz_pair_0176,mxbai-embed-large,0.784951,duplicate
bz_pair_0177,mxbai-embed-large,0.717771,duplicate
bz_pair_0178,mxbai-embed-large,0.458925,not_duplicate
bz_pair_0179,mxbai-embed-large,0.646686,duplicate
bz_pair_0180,mxbai-embed-large,0.808505,duplicate
bz_pair_0181,mxbai-embed-large,0.783793,duplicate
bz_pair_0182,mxbai-embed-large,0.447153,not_duplicate
bz_pair_0183,mxbai-embed-large,0.493041,not_duplicate
bz_pair_0184,mxbai-embed-large,1.0,duplicate
bz_pair_0185,mxbai-embed-large,0.772494,duplicate
bz_pair_0186,mxbai-embed-large,0.548196,not_duplicate
bz_pair_0187,mxbai-embed-large,0.686388,duplicate
bz_pair_0188,mxbai-embed-large,0.77922,duplicate
bz_pair_0189,mxbai-embed-large,0.326668,not_duplicate
bz_pair_0190,mxbai-embed-large,0.793563,duplicate
bz_pair_0191,mxbai-embed-large,0.781708,duplicate
bz_pair_0192,mxbai-embed-large,0.821846,duplicate
bz_pair_0193,mxbai-embed-large,0.695247,duplicate
bz_pair_0194,mxbai-embed-large,0.540239,duplicate
bz_pair_0195,mxbai-embed-large,1.0,duplicate
bz_pair_0196,mxbai-embed-large,0.833644,duplicate
bz_pair_0197,mxbai-embed-large,0.73274,duplicate
bz_pair_0198,mxbai-embed-large,0.684311,duplicate
bz_pair_0199,mxbai-embed-large,0.568015,duplicate
bz_pair_0200,mxbai-embed-large,0.638126,duplicate
bz_pair_0201,mxbai-embed-large,0.78088,duplicate
bz_pair_0202,mxbai-embed-large,0.389824,not_duplicate
bz_pair_0203,mxbai-embed-large,0.77131,duplicate
bz_pair_0204,mxbai-embed-large,0.427161,not_duplicate
bz_pair_0205,mxbai-embed-large,0.742535,duplicate
bz_pair_0206,mxbai-embed-large,0.621499,duplicate
bz_pair_0207,mxbai-embed-large,0.448803,not_duplicate
bz_pair_0208,mxbai-embed-large,0.759511,duplicate
bz_pair_0209,mxbai-embed-large,0.794602,duplicate
bz_pair_0210,mxbai-embed-large,0.718944,duplicate
bz_pair_0211,mxbai-embed-large,0.791671,duplicate
bz_pair_0212,mxbai-embed-large,0.446756,not_duplicate
bz_pair_0213,mxbai-embed-large,0.579197,not_duplicate
bz_pair_0214,mxbai-embed-large,0.51438,duplicate
bz_pair_0215,mxbai-embed-large,0.818403,duplicate
bz_pair_0216,mxbai-embed-large,1.0,duplicate
bz_pair_0217,mxbai-embed-large,0.703891,duplicate
bz_pair_0218,mxbai-embed-large,0.824737,duplicate
bz_pair_0219,mxbai-embed-large,0.706446,duplicate
bz_pair_0220,mxbai-embed-large,0.387946,not_duplicate
bz_pair_0221,mxbai-embed-large,0.35927,not_duplicate
bz_pair_0222,mxbai-embed-large,0.616095,duplicate
bz_pair_0223,mxbai-embed-large,0.872144,duplicate
bz_pair_0224,mxbai-embed-large,0.439507,not_duplicate
bz_pair_0225,mxbai-embed-large,0.544252,not_duplicate
bz_pair_0226,mxbai-embed-large,0.772937,duplicate
bz_pair_0227,mxbai-embed-large,0.420703,not_duplicate
bz_pair_0228,mxbai-embed-large,0.46394,not_duplicate
bz_pair_0229,mxbai-embed-large,0.422984,not_duplicate
bz_pair_0230,mxbai-embed-large,0.373131,not_duplicate
bz_pair_0231,mxbai-embed-large,0.595047,duplicate
bz_pair_0232,mxbai-embed-large,0.804092,duplicate
bz_pair_0233,mxbai-embed-large,0.418292,not_duplicate
bz_pair_0234,mxbai-embed-large,0.684274,duplicate
bz_pair_0235,mxbai-embed-large,0.496837,not_duplicate
bz_pair_0236,mxbai-embed-large,0.547146,not_duplicate
bz_pair_0237,mxbai-embed-large,0.450628,not_duplicate
bz_pair_0238,mxbai-embed-large,0.659681,duplicate
bz_pair_0239,mxbai-embed-large,0.868947,duplicate
bz_pair_0240,mxbai-embed-large,0.448749,not_duplicate
bz_pair_0241,mxbai-embed-large,0.861853,duplicate
bz_pair_0242,mxbai-embed-large,0.776435,duplicate
bz_pair_0243,mxbai-embed-large,0.506392,duplicate
bz_pair_0244,mxbai-embed-large,0.794693,duplicate
bz_pair_0245,mxbai-embed-large,0.337579,not_duplicate
bz_pair_0246,mxbai-embed-large,0.822838,duplicate
bz_pair_0247,mxbai-embed-large,0.880906,duplicate
bz_pair_0248,mxbai-embed-large,0.829571,duplicate
bz_pair_0249,mxbai-embed-large,0.782947,duplicate
bz_pair_0250,mxbai-embed-large,0.480878,not_duplicate
bz_pair_0251,mxbai-embed-large,0.872065,duplicate
bz_pair_0252,mxbai-embed-large,0.740927,duplicate
bz_pair_0253,mxbai-embed-large,0.437388,not_duplicate
bz_pair_0254,mxbai-embed-large,0.45034,not_duplicate
bz_pair_0255,mxbai-embed-large,0.446079,not_duplicate
bz_pair_0256,mxbai-embed-large,0.764359,duplicate
bz_pair_0257,mxbai-embed-large,0.794237,duplicate
bz_pair_0258,mxbai-embed-large,0.610609,duplicate
bz_pair_0259,mxbai-embed-large,0.440439,not_duplicate
bz_pair_0260,mxbai-embed-large,0.476205,not_duplicate
bz_pair_0261,mxbai-embed-large,0.375961,not_duplicate
bz_pair_0262,mxbai-embed-large,0.772214,duplicate
bz_pair_0263,mxbai-embed-large,0.769985,duplicate
bz_pair_0264,mxbai-embed-large,0.690379,duplicate
bz_pair_0265,mxbai-embed-large,0.82364,duplicate
bz_pair_0266,mxbai-embed-large,0.555477,duplicate
bz_pair_0267,mxbai-embed-large,0.365039,not_duplicate
bz_pair_0268,mxbai-embed-large,0.701015,duplicate
bz_pair_0269,mxbai-embed-large,0.785301,duplicate
bz_pair_0270,mxbai-embed-large,0.78151,duplicate
bz_pair_0271,mxbai-embed-large,0.508721,not_duplicate
bz_pair_0272,mxbai-embed-large,0.982248,duplicate
bz_pair_0273,mxbai-embed-large,0.424248,not_duplicate
bz_pair_0274,mxbai-embed-large,0.988056,duplicate
bz_pair_0275,mxbai-embed-large,0.490895,not_duplicate
bz_pair_0276,mxbai-embed-large,0.494612,not_duplicate
bz_pair_0277,mxbai-embed-large,0.528917,not_duplicate
bz_pair_0278,mxbai-embed-large,0.847319,duplicate
bz_pair_0279,mxbai-embed-large,0.822619,duplicate
bz_pair_0280,mxbai-embed-large,0.784976,duplicate
bz_pair_0281,mxbai-embed-large,0.674697,duplicate
bz_pair_0282,mxbai-embed-large,0.682997,duplicate
bz_pair_0283,mxbai-embed-large,0.80647,duplicate
bz_pair_0284,mxbai-embed-large,0.756656,duplicate
bz_pair_0285,mxbai-embed-large,0.701738,duplicate
bz_pair_0286,mxbai-embed-large,0.461822,duplicate
bz_pair_0287,mxbai-embed-large,0.452635,not_duplicate
bz_pair_0288,mxbai-embed-large,0.496093,not_duplicate
bz_pair_0289,mxbai-embed-large,0.807166,duplicate
bz_pair_0290,mxbai-embed-large,0.52107,not_duplicate
bz_pair_0291,mxbai-embed-large,0.424979,not_duplicate
bz_pair_0292,mxbai-embed-large,0.734162,duplicate
bz_pair_0293,mxbai-embed-large,0.51268,duplicate
bz_pair_0294,mxbai-embed-large,0.552453,duplicate
bz_pair_0295,mxbai-embed-large,0.548429,duplicate
bz_pair_0296,mxbai-embed-large,0.761612,duplicate
bz_pair_0297,mxbai-embed-large,0.387445,not_duplicate
bz_pair_0298,mxbai-embed-large,0.63983,duplicate
bz_pair_0299,mxbai-embed-large,0.602733,duplicate
bz_pair_0300,mxbai-embed-large,0.513693,not_duplicate
bz_pair_0301,mxbai-embed-large,1.0,duplicate
bz_pair_0302,mxbai-embed-large,0.567195,duplicate
bz_pair_0303,mxbai-embed-large,0.647194,duplicate
bz_pair_0304,mxbai-embed-large,0.530483,not_duplicate
bz_pair_0305,mxbai-embed-large,0.733284,duplicate
bz_pair_0306,mxbai-embed-large,0.712635,duplicate
bz_pair_0307,mxbai-embed-large,0.809156,duplicate
bz_pair_0308,mxbai-embed-large,0.803179,duplicate
bz_pair_0309,mxbai-embed-large,0.825859,duplicate
bz_pair_0310,mxbai-embed-large,0.6671,duplicate
bz_pair_0311,mxbai-embed-large,0.815015,duplicate
bz_pair_0312,mxbai-embed-large,0.409926,not_duplicate
bz_pair_0313,mxbai-embed-large,0.324487,not_duplicate
bz_pair_0314,mxbai-embed-large,0.791824,duplicate
bz_pair_0315,mxbai-embed-large,0.729626,duplicate
bz_pair_0316,mxbai-embed-large,0.762624,duplicate
bz_pair_0317,mxbai-embed-large,0.501182,not_duplicate
bz_pair_0318,mxbai-embed-large,0.770703,duplicate
bz_pair_0319,mxbai-embed-large,0.418471,not_duplicate
bz_pair_0320,mxbai-embed-large,0.833786,duplicate
bz_pair_0321,mxbai-embed-large,0.824613,duplicate
bz_pair_0322,mxbai-embed-large,0.824737,duplicate
bz_pair_0323,mxbai-embed-large,0.502267,not_duplicate
bz_pair_0324,mxbai-embed-large,0.638227,duplicate
bz_pair_0325,mxbai-embed-large,0.808934,duplicate
bz_pair_0326,mxbai-embed-large,0.998879,duplicate
bz_pair_0327,mxbai-embed-large,0.410548,not_duplicate
bz_pair_0328,mxbai-embed-large,0.967084,duplicate
bz_pair_0329,mxbai-embed-large,0.437743,not_duplicate
bz_pair_0330,mxbai-embed-large,0.957391,duplicate
bz_pair_0331,mxbai-embed-large,0.415091,not_duplicate
bz_pair_0332,mxbai-embed-large,0.410831,not_duplicate
bz_pair_0333,mxbai-embed-large,0.802228,duplicate
bz_pair_0334,mxbai-embed-large,0.779373,duplicate
bz_pair_0335,mxbai-embed-large,1.0,duplicate
bz_pair_0336,mxbai-embed-large,0.727083,duplicate
bz_pair_0337,mxbai-embed-large,0.614427,duplicate
bz_pair_0338,mxbai-embed-large,0.840028,duplicate
bz_pair_0339,mxbai-embed-large,0.511599,not_duplicate
bz_pair_0340,mxbai-embed-large,1.0,duplicate
bz_pair_0341,mxbai-embed-large,0.466782,not_duplicate
bz_pair_0342,mxbai-embed-large,0.662182,duplicate
bz_pair_0343,mxbai-embed-large,0.710441,duplicate
bz_pair_0344,mxbai-embed-large,0.84,duplicate
bz_pair_0345,mxbai-embed-large,0.756582,duplicate
bz_pair_0346,mxbai-embed-large,0.753527,duplicate
bz_pair_0347,mxbai-embed-large,0.539686,duplicate
bz_pair_0348,mxbai-embed-large,0.695771,duplicate
bz_pair_0349,mxbai-embed-large,0.409651,not_duplicate
bz_pair_0000,bge-m3,0.618986,duplicate
bz_pair_0001,bge-m3,0.741388,duplicate
bz_pair_0002,bge-m3,0.645715,duplicate
bz_pair_0003,bge-m3,0.526628,duplicate
bz_pair_0004,bge-m3,0.527114,duplicate
bz_pair_0005,bge-m3,0.381735,not_duplicate
bz_pair_0006,bge-m3,0.402405,not_duplicate
bz_pair_0007,bge-m3,0.766682,duplicate
bz_pair_0008,bge-m3,0.482715,not_duplicate
bz_pair_0009,bge-m3,0.687,duplicate
bz_pair_0010,bge-m3,0.756351,duplicate
bz_pair_0011,bge-m3,0.735553,duplicate
bz_pair_0012,bge-m3,0.466585,not_duplicate
bz_pair_0013,bge-m3,0.600964,duplicate
bz_pair_0014,bge-m3,0.420853,not_duplicate
bz_pair_0015,bge-m3,0.648545,duplicate
bz_pair_0016,bge-m3,0.712652,duplicate
bz_pair_0017,bge-m3,0.690602,duplicate
bz_pair_0018,bge-m3,0.845022,duplicate
bz_pair_0019,bge-m3,0.699975,duplicate
bz_pair_0020,bge-m3,0.783237,duplicate
bz_pair_0021,bge-m3,0.704374,duplicate
bz_pair_0022,bge-m3,0.702805,duplicate
bz_pair_0023,bge-m3,0.385087,not_duplicate
bz_pair_0024,bge-m3,0.775861,duplicate
bz_pair_0025,bge-m3,0.860522,duplicate
bz_pair_0026,bge-m3,0.457552,not_duplicate
bz_pair_0027,bge-m3,0.569938,duplicate
bz_pair_0028,bge-m3,1.0,duplicate
bz_pair_0029,bge-m3,0.733911,duplicate
bz_pair_0030,bge-m3,0.474781,not_duplicate
bz_pair_0031,bge-m3,0.72752,duplicate
bz_pair_0032,bge-m3,0.663549,duplicate
bz_pair_0033,bge-m3,0.399165,duplicate
bz_pair_0034,bge-m3,0.503613,not_duplicate
bz_pair_0035,bge-m3,0.373031,not_duplicate
bz_pair_0036,bge-m3,0.732133,duplicate
bz_pair_0037,bge-m3,0.480956,not_duplicate
bz_pair_0038,bge-m3,0.438487,not_duplicate
bz_pair_0039,bge-m3,0.852999,duplicate
bz_pair_0040,bge-m3,0.62289,duplicate
bz_pair_0041,bge-m3,0.499456,duplicate
bz_pair_0042,bge-m3,0.795864,duplicate
bz_pair_0043,bge-m3,0.608332,duplicate
bz_pair_0044,bge-m3,0.455302,not_duplicate
bz_pair_0045,bge-m3,0.543284,duplicate
bz_pair_0046,bge-m3,0.752933,duplicate
bz_pair_0047,bge-m3,0.631945,duplicate
bz_pair_0048,bge-m3,0.477629,not_duplicate
bz_pair_0049,bge-m3,0.417716,not_duplicate
bz_pair_0050,bge-m3,0.62012,duplicate
bz_pair_0051,bge-m3,0.588444,duplicate
bz_pair_0052,bge-m3,0.634738,duplicate
bz_pair_0053,bge-m3,0.719971,duplicate
bz_pair_0054,bge-m3,1.0,duplicate
bz_pair_0055,bge-m3,0.533185,not_duplicate
bz_pair_0056,bge-m3,0.734454,duplicate
bz_pair_0057,bge-m3,0.830987,duplicate
bz_pair_0058,bge-m3,0.434641,not_duplicate
bz_pair_0059,bge-m3,0.706643,duplicate
bz_pair_0060,bge-m3,0.703631,duplicate
bz_pair_0061,bge-m3,0.271377,not_duplicate
bz_pair_0062,bge-m3,0.708187,duplicate
bz_pair_0063,bge-m3,0.414729,not_duplicate
bz_pair_0064,bge-m3,0.459538,not_duplicate
bz_pair_0065,bge-m3,1.0,duplicate
bz_pair_0066,bge-m3,0.688154,duplicate
bz_pair_0067,bge-m3,0.610618,duplicate
